,IC00C1.CFE,IC00C2.CFE,IC00C3.CFE,IC00C4.CFE
2020/4/30,5232.00 ,5164.80 ,4998.80 ,4881.00 
2020/5/6,5305.00 ,5255.00 ,5057.00 ,4950.20 
2020/5/7,5420.00 ,5347.40 ,5185.00 ,5061.40 
2020/5/8,5444.00 ,5365.80 ,5210.00 ,5088.00 
2020/5/11,5506.80 ,5426.00 ,5245.00 ,5172.00 
2020/5/12,5465.00 ,5392.00 ,5209.80 ,5102.20 
2020/5/13,5470.00 ,5384.80 ,5210.00 ,5089.80 
2020/5/14,5501.80 ,5413.20 ,5229.60 ,5096.00 
2020/5/15,5510.20 ,5437.00 ,5239.40 ,5100.40 
2020/5/18,5434.60 ,5379.80 ,5230.20 ,5100.20 
2020/5/19,5431.20 ,5377.00 ,5258.80 ,5113.00 
2020/5/20,5450.20 ,5382.20 ,5259.80 ,5118.80 
2020/5/21,5430.40 ,5363.00 ,5228.60 ,5105.20 
2020/5/22,5337.00 ,5265.80 ,5154.40 ,5023.40 
2020/5/25,5266.00 ,5200.20 ,5091.00 ,4962.00 
2020/5/26,5283.40 ,5219.00 ,5099.80 ,4963.00 
2020/5/27,5344.60 ,5285.20 ,5165.00 ,5012.40 
2020/5/28,5293.40 ,5232.20 ,5117.60 ,4980.80 
2020/5/29,5271.80 ,5202.20 ,5086.00 ,4944.40 
2020/6/1,5386.00 ,5328.80 ,5180.00 ,5050.00 
2020/6/2,5555.00 ,5473.20 ,5350.00 ,5211.20 
2020/6/3,5535.00 ,5488.00 ,5359.20 ,5218.80 
2020/6/4,5534.40 ,5458.80 ,5340.00 ,5204.40 
2020/6/5,5530.40 ,5449.00 ,5333.00 ,5188.00 
2020/6/8,5572.00 ,5507.60 ,5361.40 ,5220.00 
2020/6/9,5531.00 ,5448.00 ,5318.00 ,5168.40 
2020/6/10,5563.00 ,5470.00 ,5332.00 ,5176.80 
2020/6/11,5561.40 ,5477.40 ,5275.00 ,5179.80 
2020/6/12,5507.20 ,5397.00 ,5251.80 ,5100.00 
2020/6/15,5572.20 ,5472.00 ,5358.80 ,5165.00 
2020/6/16,5620.00 ,5550.00 ,5360.80 ,5200.00 
2020/6/17,5681.00 ,5599.80 ,5444.80 ,5278.60 
2020/6/18,5709.00 ,5605.60 ,5446.80 ,5260.00 
2020/6/19,5732.80 ,5653.80 ,5491.00 ,5294.80 
2020/6/22,5729.20 ,5648.80 ,5587.00 ,5412.60 
2020/6/23,5700.00 ,5644.60 ,5584.80 ,5422.00 
2020/6/24,5749.80 ,5687.80 ,5609.40 ,5445.20 
2020/6/29,5729.40 ,5657.40 ,5600.20 ,5426.00 
2020/6/30,5741.40 ,5670.60 ,5599.00 ,5426.60 
2020/7/1,5836.60 ,5759.00 ,5689.00 ,5526.00 
2020/7/2,5829.60 ,5753.80 ,5700.00 ,5530.00 
2020/7/3,5977.00 ,5903.60 ,5862.60 ,5729.00 
2020/7/6,6088.00 ,6039.00 ,6000.00 ,5885.20 
2020/7/7,6360.00 ,6388.00 ,6310.00 ,6250.00 
2020/7/8,6438.60 ,6419.40 ,6395.60 ,6266.60 
2020/7/9,6512.60 ,6490.80 ,6470.00 ,6348.00 
2020/7/10,6680.00 ,6644.80 ,6583.00 ,6490.00 
2020/7/13,6738.80 ,6688.00 ,6650.00 ,6510.00 
2020/7/14,6880.40 ,6841.80 ,6750.00 ,6620.60 
2020/7/15,6840.00 ,6800.00 ,6769.60 ,6630.00 
2020/7/16,6663.80 ,6620.00 ,6550.40 ,6400.20 
2020/7/17,6342.80 ,6321.00 ,6250.20 ,6105.00 
2020/7/20,6383.20 ,6309.00 ,6150.00 ,6100.00 
2020/7/21,6471.80 ,6420.00 ,6261.00 ,6150.20 
2020/7/22,6469.00 ,6412.20 ,6240.00 ,6110.80 
2020/7/23,6525.00 ,6434.60 ,6250.00 ,6126.80 
2020/7/24,6504.40 ,6450.00 ,6266.00 ,6139.00 
2020/7/27,6250.00 ,6190.00 ,6032.00 ,5880.20 
2020/7/28,6278.80 ,6200.00 ,6050.00 ,5897.80 
2020/7/29,6229.80 ,6164.00 ,5995.80 ,5846.80 
2020/7/30,6518.00 ,6470.00 ,6264.40 ,6120.20 
2020/7/31,6466.00 ,6395.20 ,6209.00 ,6033.00 
2020/8/3,6599.00 ,6519.00 ,6321.80 ,6184.00 
2020/8/4,6680.00 ,6628.00 ,6456.00 ,6296.60 
2020/8/5,6648.00 ,6588.00 ,6400.00 ,6233.00 
2020/8/6,6705.20 ,6638.80 ,6437.00 ,6268.00 
2020/8/7,6656.00 ,6601.20 ,6390.00 ,6220.00 
2020/8/10,6612.00 ,6516.40 ,6313.80 ,6137.00 
2020/8/11,6663.80 ,6605.20 ,6430.00 ,6228.00 
2020/8/12,6520.00 ,6420.00 ,6240.00 ,6066.00 
2020/8/13,6488.00 ,6403.00 ,6210.00 ,6022.00 
2020/8/14,6450.00 ,6398.80 ,6187.00 ,6004.60 
2020/8/17,6657.00 ,6570.00 ,6362.00 ,6188.00 
2020/8/18,6725.00 ,6632.20 ,6440.00 ,6273.00 
2020/8/19,6758.60 ,6641.00 ,6446.00 ,6284.20 
2020/8/20,6600.00 ,6488.00 ,6287.80 ,6110.00 
2020/8/21,6627.60 ,6540.00 ,6310.00 ,6137.20 
2020/8/24,6570.00 ,6484.00 ,6331.00 ,6168.00 
2020/8/25,6566.00 ,6504.00 ,6333.00 ,6143.60 
2020/8/26,6526.00 ,6436.60 ,6300.00 ,6120.00 
2020/8/27,6453.00 ,6380.00 ,6229.00 ,6038.00 
2020/8/28,6499.80 ,6419.00 ,6269.60 ,6097.40 
2020/8/31,6705.00 ,6640.60 ,6481.00 ,6299.00 
2020/9/1,6595.00 ,6522.60 ,6380.00 ,6178.60 
2020/9/2,6685.00 ,6605.00 ,6446.00 ,6255.00 
2020/9/3,6611.00 ,6540.80 ,6409.80 ,6214.80 
2020/9/4,6501.60 ,6467.80 ,6299.00 ,6100.00 
2020/9/7,6580.80 ,6493.60 ,6349.00 ,6163.00 
2020/9/8,6449.80 ,6354.80 ,6230.00 ,6035.80 
2020/9/9,6431.00 ,6350.00 ,6214.00 ,6018.00 
2020/9/10,6376.00 ,6298.00 ,6155.00 ,5960.00 
2020/9/11,6224.00 ,6143.80 ,5985.60 ,5794.40 
2020/9/14,6329.80 ,6254.40 ,6092.40 ,5898.00 
2020/9/15,6326.00 ,6252.60 ,6094.80 ,5877.80 
2020/9/16,6351.00 ,6270.00 ,6099.00 ,5882.00 
2020/9/17,6351.00 ,6242.00 ,6082.40 ,5866.00 
2020/9/18,6374.00 ,6302.20 ,6120.00 ,5904.00 
2020/9/21,6458.20 ,6411.80 ,6297.80 ,6073.40 
2020/9/22,6345.00 ,6252.00 ,6178.20 ,5969.00 
2020/9/23,6318.40 ,6214.20 ,6135.00 ,5934.40 
2020/9/24,6288.00 ,6200.00 ,6112.20 ,5936.00 
2020/9/25,6218.20 ,6139.00 ,6066.00 ,5852.60 
2020/9/28,6231.00 ,6161.60 ,6057.80 ,5871.40 
2020/9/29,6185.00 ,6097.00 ,6040.00 ,5870.00 
2020/9/30,6240.00 ,6158.80 ,6095.00 ,5934.40 
2020/10/9,6290.00 ,6200.00 ,6135.60 ,5930.00 
2020/10/12,6385.00 ,6310.40 ,6212.00 ,6031.00 
2020/10/13,6530.00 ,6457.80 ,6379.60 ,6204.40 
2020/10/14,6522.20 ,6449.80 ,6374.60 ,6191.00 
2020/10/15,6516.00 ,6431.00 ,6375.00 ,6169.00 
2020/10/16,6465.00 ,6397.20 ,6335.00 ,6142.60 
2020/10/19,6409.20 ,6318.00 ,6136.20 ,6006.00 
2020/10/20,6276.40 ,6202.20 ,6050.00 ,5829.60 
2020/10/21,6350.00 ,6287.00 ,6103.60 ,5923.80 
2020/10/22,6258.00 ,6200.20 ,6036.80 ,5844.20 
2020/10/23,6260.00 ,6189.80 ,6016.80 ,5825.60 
2020/10/26,6132.20 ,6090.00 ,5929.00 ,5755.20 
2020/10/27,6161.40 ,6092.80 ,5922.00 ,5746.00 
2020/10/28,6168.00 ,6120.00 ,5950.00 ,5774.00 
2020/10/29,6154.00 ,6102.60 ,5932.20 ,5773.80 
2020/10/30,6261.00 ,6185.00 ,6012.20 ,5843.00 
2020/11/2,6094.40 ,6049.20 ,5890.00 ,5695.20 
2020/11/3,6139.60 ,6085.40 ,5930.00 ,5789.00 
2020/11/4,6209.00 ,6160.00 ,6004.00 ,5839.00 
2020/11/5,6265.00 ,6220.00 ,6038.00 ,5879.00 
2020/11/6,6340.00 ,6285.00 ,6110.20 ,5957.80 
2020/11/9,6351.00 ,6288.00 ,6096.60 ,5940.00 
2020/11/10,6383.20 ,6345.40 ,6169.00 ,6009.00 
2020/11/11,6325.20 ,6261.60 ,6090.80 ,5928.20 
2020/11/12,6292.00 ,6224.60 ,6054.60 ,5900.40 
2020/11/13,6272.00 ,6215.80 ,6043.40 ,5887.60 
2020/11/16,6322.00 ,6256.00 ,6061.00 ,5909.60 
2020/11/17,6347.60 ,6289.80 ,6109.00 ,5932.20 
2020/11/18,6335.00 ,6261.00 ,6075.80 ,5918.00 
2020/11/19,6311.60 ,6260.00 ,6080.00 ,5937.20 
2020/11/20,6354.00 ,6314.00 ,6144.80 ,5990.40 
2020/11/23,6400.60 ,6378.80 ,6211.60 ,6089.00 
2020/11/24,6427.00 ,6385.00 ,6280.00 ,6140.80 
2020/11/25,6449.20 ,6390.80 ,6300.00 ,6157.80 
2020/11/26,6325.20 ,6288.80 ,6188.00 ,6045.20 
2020/11/27,6308.60 ,6274.80 ,6178.80 ,6070.00 
2020/11/30,6343.80 ,6301.40 ,6209.80 ,6088.00 
2020/12/1,6304.80 ,6250.20 ,6153.00 ,6024.20 
2020/12/2,6420.00 ,6369.40 ,6288.00 ,6159.40 
2020/12/3,6393.80 ,6355.40 ,6262.20 ,6125.20 
2020/12/4,6402.80 ,6375.00 ,6265.80 ,6106.20 
2020/12/7,6462.60 ,6406.00 ,6293.20 ,6142.80 
2020/12/8,6400.00 ,6359.40 ,6240.00 ,6085.20 
2020/12/9,6408.00 ,6357.20 ,6252.00 ,6095.00 
2020/12/10,6294.80 ,6238.00 ,6128.40 ,5996.60 
2020/12/11,6326.80 ,6279.00 ,6168.80 ,6018.20 
2020/12/14,6196.00 ,6143.00 ,6065.00 ,5891.00 
2020/12/15,6240.00 ,6189.40 ,6070.00 ,5930.00 
2020/12/16,6257.20 ,6208.80 ,6104.00 ,5930.20 
2020/12/17,6230.00 ,6198.80 ,6056.00 ,5900.00 
2020/12/18,6316.20 ,6277.00 ,6175.00 ,6008.00 
2020/12/21,6249.00 ,5949.60 ,6150.00 ,5988.80 
2020/12/22,6333.00 ,6287.80 ,6231.40 ,6072.80 
2020/12/23,6245.00 ,6196.40 ,6152.00 ,5996.20 
2020/12/24,6270.40 ,6225.00 ,6175.80 ,6023.20 
2020/12/25,6175.80 ,6139.40 ,6088.00 ,5949.80 
2020/12/28,6262.20 ,6219.00 ,6171.80 ,6034.40 
2020/12/29,6214.80 ,6190.00 ,6134.80 ,6000.00 
2020/12/30,6196.60 ,6168.00 ,6112.80 ,5976.80 
2020/12/31,6275.00 ,6243.60 ,6183.60 ,6050.00 
2021/1/4,6384.00 ,6336.20 ,6272.00 ,6135.80 
2021/1/5,6434.40 ,6387.00 ,6321.00 ,6167.00 
2021/1/6,6487.60 ,6422.40 ,6375.00 ,6209.00 
2021/1/7,6484.80 ,6428.80 ,6356.80 ,6190.20 
2021/1/8,6525.40 ,6466.00 ,6397.60 ,6219.00 
2021/1/11,6557.00 ,6473.40 ,6422.40 ,6270.00 
2021/1/12,6431.00 ,6367.40 ,6301.00 ,6140.00 
2021/1/13,6508.60 ,6457.00 ,6390.00 ,6224.00 
2021/1/14,6461.00 ,6400.00 ,6346.20 ,6165.80 
2021/1/15,6430.00 ,6400.00 ,6340.20 ,6165.40 
2021/1/18,6354.00 ,6302.00 ,6134.40 ,5980.00 
2021/1/19,6442.20 ,6388.00 ,6200.20 ,6052.20 
2021/1/20,6409.60 ,6350.00 ,6191.20 ,6026.60 
2021/1/21,6491.60 ,6430.00 ,6255.00 ,6081.00 
2021/1/22,6565.60 ,6486.00 ,6320.00 ,6153.60 
2021/1/25,6564.00 ,6498.80 ,6324.40 ,6144.80 
2021/1/26,6545.00 ,6489.00 ,6291.20 ,6113.20 
2021/1/27,6491.00 ,6428.60 ,6230.20 ,6062.00 
2021/1/28,6423.40 ,6359.80 ,6179.20 ,6000.00 
2021/1/29,6413.40 ,6363.00 ,6170.20 ,6009.80 
2021/2/1,6322.00 ,6249.80 ,6079.40 ,5905.00 
2021/2/2,6371.00 ,6307.20 ,6110.00 ,5940.20 
2021/2/3,6408.00 ,6325.00 ,6156.60 ,5970.40 
2021/2/4,6369.00 ,6304.00 ,6100.00 ,5924.00 
2021/2/5,6330.00 ,6263.00 ,6088.00 ,5909.00 
2021/2/8,6245.20 ,6198.00 ,6010.00 ,5828.00 
2021/2/9,6333.60 ,6270.00 ,6083.00 ,5918.60 
2021/2/10,6451.00 ,6383.20 ,6195.40 ,6018.20 
2021/2/18,6622.40 ,6584.00 ,6320.20 ,6139.00 
2021/2/19,6580.40 ,6500.00 ,6292.80 ,6110.00 
2021/2/22,6660.00 ,6601.80 ,6444.00 ,6243.40 
2021/2/23,6566.60 ,6499.80 ,6355.00 ,6160.00 
2021/2/24,6585.60 ,6513.20 ,6371.80 ,6170.00 
2021/2/25,6562.20 ,6488.00 ,6330.20 ,6150.00 
2021/2/26,6400.00 ,6315.20 ,6191.00 ,6000.00 
2021/3/1,6372.20 ,6319.80 ,6147.20 ,5970.00 
2021/3/2,6439.00 ,6399.00 ,6243.40 ,6039.60 
2021/3/3,6378.00 ,6316.40 ,6170.00 ,5979.80 
2021/3/4,6420.40 ,6369.60 ,6216.80 ,6020.00 
2021/3/5,6320.60 ,6241.20 ,6120.00 ,5940.00 
2021/3/8,6430.80 ,6372.40 ,6225.40 ,6038.00 
2021/3/9,6225.00 ,6185.20 ,6060.20 ,5871.20 
2021/3/10,6173.60 ,6118.20 ,6001.20 ,5802.00 
2021/3/11,6064.00 ,6002.00 ,5860.00 ,5707.00 
2021/3/12,6212.00 ,6159.20 ,6020.00 ,5819.80 
2021/3/15,6197.20 ,6133.60 ,5985.80 ,5800.00 
2021/3/16,6179.60 ,6135.20 ,5988.00 ,5792.00 
2021/3/17,6166.00 ,6113.80 ,5962.00 ,5791.00 
2021/3/18,6205.20 ,6183.20 ,6023.00 ,5825.00 
2021/3/19,6200.00 ,6147.00 ,6008.40 ,5820.00 
2021/3/22,6174.00 ,6112.00 ,6035.00 ,5849.00 
2021/3/23,6246.00 ,6190.00 ,6116.40 ,5924.00 
2021/3/24,6157.20 ,6089.40 ,6021.20 ,5850.00 
2021/3/25,6110.20 ,6050.80 ,5999.00 ,5825.00 
2021/3/26,6168.00 ,6111.20 ,6039.80 ,5861.00 
2021/3/29,6233.60 ,6182.60 ,6108.60 ,5946.80 
2021/3/30,6205.00 ,6173.00 ,6097.00 ,5916.60 
2021/3/31,6242.00 ,6182.40 ,6113.60 ,5937.80 
2021/4/1,6239.40 ,6185.20 ,6112.80 ,5940.00 
2021/4/2,6281.20 ,6242.00 ,6169.60 ,5987.00 
2021/4/6,6319.80 ,6250.00 ,6180.00 ,6002.00 
2021/4/7,6318.00 ,6252.40 ,6180.20 ,6004.00 
2021/4/8,6300.00 ,6246.60 ,6165.00 ,5986.40 
2021/4/9,6322.40 ,6271.80 ,6197.40 ,6017.80 
2021/4/12,6311.00 ,6260.60 ,6190.00 ,6001.80 
2021/4/13,6217.20 ,6164.80 ,6110.80 ,5931.20 
2021/4/14,6218.00 ,6168.60 ,6118.60 ,5928.80 
2021/4/15,6268.60 ,6200.00 ,6142.80 ,5963.60 
2021/4/16,6276.00 ,6220.60 ,6175.00 ,6007.00 
2021/4/19,6311.80 ,6246.80 ,6082.80 ,5900.00 
2021/4/20,6385.00 ,6314.00 ,6156.00 ,6008.20 
2021/4/21,6380.00 ,6314.00 ,6157.20 ,6010.00 
2021/4/22,6418.60 ,6350.00 ,6190.00 ,6045.20 
2021/4/23,6401.20 ,6334.00 ,6179.20 ,6029.20 
2021/4/26,6454.20 ,6391.20 ,6227.00 ,6084.00 
2021/4/27,6436.20 ,6375.00 ,6198.80 ,6052.40 
2021/4/28,6418.80 ,6327.40 ,6182.20 ,6047.00 
2021/4/29,6466.60 ,6408.60 ,6258.00 ,6100.00 
2021/4/30,6458.00 ,6393.80 ,6233.20 ,6097.80 
2021/5/6,6494.80 ,6439.00 ,6264.80 ,6131.20 
2021/5/7,6473.20 ,6419.60 ,6251.20 ,6120.00 
